cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기
64,16728810,2875000,,농산물,분당점,12,3.9166666666666665,0.2765957446808511,26
65,125714630,14335000,4013000.0,기타,관악점,28,6.214285714285714,0.8563218390804598,12
66,139274290,21420000,,기타,부산본점,17,3.2941176470588234,0.6071428571428571,18
67,1062000,1062000,,화장품,본  점,1,1.0,1.0,0
68,611347440,54427200,,화장품,대전점,29,2.6206896551724137,0.3026315789473684,11
69,1416950,1026000,,가공식품,일산점,2,1.5,0.0,61
70,142850,142850,,육류,청량리점,1,1.0,0.0,0
71,70633210,13970000,23530000.0,기타,본  점,33,3.121212121212121,0.1553398058252427,10
72,6194090,1656000,,농산물,부평점,6,3.3333333333333335,0.0,49
73,169350,72000,,축산가공,안양점,1,7.0,0.0,0
74,31871970,10750000,12581000.0,농산물,부산본점,18,1.8333333333333333,0.21212121212121213,19
75,2727500,2280000,,차/커피,부평점,2,1.5,0.0,78
76,14219880,2415000,,젓갈/반찬,본  점,12,3.0833333333333335,0.3783783783783784,20
77,8892400,3845600,,시티웨어,잠실점,1,4.0,1.0,0
78,27071500,12712000,3220000.0,명품,본  점,4,2.5,0.4,9
79,8257780,4370000,,기타,본  점,8,3.875,0.967741935483871,27
80,251917560,20250000,9406000.0,가공식품,일산점,38,2.3947368421052633,0.26373626373626374,9
81,20532000,8428000,,구두,잠실점,5,1.8,0.6666666666666666,25
82,58591230,21168000,,캐주얼,본  점,12,2.25,1.0,16
83,3322720,1104000,,농산물,분당점,5,3.0,0.7333333333333333,40
84,279508490,117760000,117760000.0,골프,분당점,21,2.5238095238095237,0.05660377358490566,15
85,751611990,32620000,41438600.0,아동,대전점,176,3.1363636363636362,0.3423913043478261,2
86,234389170,29760000,7528400.0,화장품,강남점,51,2.7450980392156863,0.45714285714285713,6
87,96643910,17688000,4274000.0,기타,본  점,24,3.4583333333333335,0.2891566265060241,13
88,379640600,80000000,,시티웨어,미아점,12,2.4166666666666665,0.4482758620689655,25
89,6072000,6072000,,디자이너,잠실점,1,1.0,0.0,0
90,1805890,299000,,가공식품,잠실점,5,5.6,0.8571428571428571,62
91,2634000,2574000,,액세서리,부평점,2,1.0,0.5,36
92,5420000,4840000,4838400.0,피혁잡화,본  점,2,3.0,0.0,7
93,341823670,42960000,57549800.0,농산물,동래점,81,2.740740740740741,0.21621621621621623,4
94,140718960,15686000,,화장품,본  점,21,3.0952380952380953,0.5384615384615384,15
95,8960000,8601600,2975000.0,시티웨어,부산본점,3,1.3333333333333333,0.0,2
96,3940150,3250000,,기타,관악점,2,3.0,0.0,79
97,483229330,22750000,,시티웨어,영등포점,43,3.883720930232558,0.437125748502994,8
98,5430250,4387500,,기타,본  점,2,2.5,0.0,58
99,109816000,77040000,3080000.0,피혁잡화,본  점,12,1.4166666666666667,0.47058823529411764,10
100,55995890,34970000,735000.0,기타,본  점,9,2.6666666666666665,0.041666666666666664,37
101,9940000,3860000,,섬유잡화,분당점,2,2.0,0.0,29
102,156000,143000,,차/커피,본  점,1,2.0,1.0,0
103,83750,24000,,가공식품,영등포점,2,4.0,0.0,1
104,81684500,20700000,,피혁잡화,본  점,4,2.0,0.5,27
105,80790610,28203000,,가공식품,일산점,10,4.7,0.19148936170212766,29
106,4104220,420000,,가공식품,본  점,7,5.714285714285714,0.0,17
107,6284000,2990000,,구두,본  점,4,1.25,0.2,69
108,96289740,12988800,,일용잡화,포항점,27,3.074074074074074,0.4819277108433735,12
109,316486800,92225000,26732400.0,기타,잠실점,57,2.3859649122807016,0.16911764705882354,6
110,25914480,19750000,,농산물,잠실점,15,1.3333333333333333,0.05,22
111,37189800,28534000,,디자이너,강남점,4,1.25,0.8,28
112,46113120,9750000,,가공식품,본  점,38,2.3684210526315788,0.28888888888888886,9
113,17856000,8640000,,기타,잠실점,3,1.6666666666666667,0.4,97
114,272000,272000,,일용잡화,본  점,1,1.0,0.0,0
115,44727800,16800000,,기타,분당점,20,5.15,0.23300970873786409,16
116,300650,110110,,농산물,잠실점,1,4.0,1.0,0
117,71169570,17049600,,가공식품,본  점,12,3.8333333333333335,0.717391304347826,27
118,228654470,30000000,45308500.0,기타,노원점,69,2.681159420289855,0.24864864864864866,5
119,1143100,1093400,,시티웨어,광주점,1,2.0,0.0,0
120,1400500,546000,,가공식품,미아점,3,4.666666666666667,0.0,17
121,5902000,2838000,,디자이너,분당점,3,1.6666666666666667,0.2,3
122,3087000,1587000,,남성 캐주얼,영등포점,2,1.5,0.6666666666666666,2
123,5619650,5392800,,기타,안양점,1,5.0,1.0,0
124,79891750,19650000,,아동,부산본점,12,2.8333333333333335,0.058823529411764705,13
125,16258000,7750000,,수산품,영등포점,4,2.75,0.0,58
126,169669150,26750000,,화장품,본  점,22,2.6818181818181817,0.3389830508474576,13
127,122353300,30240000,45000.0,캐주얼,일산점,26,2.3846153846153846,0.16129032258064516,13
128,27184590,5006400,6285300.0,가공식품,미아점,19,4.578947368421052,0.28735632183908044,17
129,41175940,11520000,7791000.0,기타,대전점,14,3.5714285714285716,0.26,24
130,27546070,13420000,,가공식품,잠실점,11,4.636363636363637,0.1568627450980392,25
131,155416710,20265760,,기타,대전점,34,5.176470588235294,0.3068181818181818,10
132,350841000,44895600,3960000.0,명품,잠실점,39,2.230769230769231,0.26436781609195403,9
133,369263020,128315850,5107000.0,기타,본  점,104,4.490384615384615,0.18629550321199143,3
134,3718000,3718000,,주방가전,잠실점,1,1.0,0.0,0
135,35873850,5256000,,기타,잠실점,16,1.9375,0.2903225806451613,12
136,52976440,6850000,,가공식품,분당점,57,5.0,0.35789473684210527,6
137,12000,12000,,수산품,본  점,1,1.0,0.0,0
138,208000,954000,1007000.0,기타,강남점,2,4.5,0.2222222222222222,1
139,3264000,836000,,섬유잡화,본  점,5,1.4,0.7142857142857143,67
140,336000,336000,,주방용품,본  점,1,1.0,1.0,0
141,44711400,16416000,16691800.0,차/커피,본  점,27,2.4444444444444446,0.3484848484848485,12
142,18068400,15750000,,시티웨어,본  점,2,1.0,0.0,80
143,7556680,624000,,가공식품,본  점,4,19.0,0.0,19
144,1444000,840000,,농산물,본  점,4,2.0,0.0,61
145,304783000,26250000,18041000.0,화장품,본  점,36,2.611111111111111,0.07446808510638298,10
146,7300400,4176000,,기타,부산본점,5,2.6,0.07692307692307693,35
147,36869860,25875000,,디자이너,일산점,4,2.0,0.0,63
148,81239780,9765000,,농산물,본  점,17,3.411764705882353,0.0,13
149,27862000,12240000,,화장품,잠실점,8,1.25,0.1,20
150,72329000,25244800,,시티웨어,대전점,11,2.3636363636363638,0.038461538461538464,26
151,16890450,4599000,,스포츠,창원점,12,1.75,0.0,22
152,159877920,41706000,43200000.0,디자이너,잠실점,31,2.161290322580645,0.2537313432835821,10
153,337481650,43620000,28124200.0,농산물,일산점,91,9.12087912087912,0.7216867469879518,3
154,4009000,1980000,,시티웨어,청량리점,2,2.5,0.0,38
155,29622900,12240000,,기타,영등포점,4,2.0,0.0,40
156,1848000,1771000,,건강식품,본  점,1,2.0,1.0,0
157,510000,510000,,육류,본  점,1,1.0,0.0,0
158,583828800,168000000,120000.0,기타,잠실점,15,3.2666666666666666,0.46938775510204084,22
159,1980000,1980000,,시티웨어,분당점,1,1.0,0.0,0
160,9580000,9196800,,시티웨어,본  점,1,2.0,0.0,0
161,285275820,91872000,26660000.0,농산물,잠실점,62,2.6129032258064515,0.08024691358024691,5
162,921000,576000,,차/커피,본  점,1,2.0,0.0,0
163,76620,45000,,축산가공,영등포점,1,2.0,1.0,0
164,535194380,91872000,8687000.0,기타,본  점,46,2.760869565217391,0.11811023622047244,7
165,40386100,17250000,2070000.0,농산물,분당점,8,5.0,0.05,29
166,74684500,7050000,,화장품,본  점,24,1.875,0.4666666666666667,14
167,3132000,3628800,3780000.0,구두,청량리점,4,1.75,0.0,51
168,292855700,48507000,50000.0,기타,노원점,51,2.803921568627451,0.23776223776223776,7
169,4325800,2543800,,건강식품,강남점,3,1.6666666666666667,0.8,69
170,10846000,5550000,,골프,부산본점,3,1.0,0.6666666666666666,53
171,182330270,15272000,6050000.0,농산물,잠실점,58,3.3448275862068964,0.15979381443298968,5
172,266032800,42500000,42500000.0,디자이너,광주점,22,3.727272727272727,0.3780487804878049,13
173,22557240,15225000,15225000.0,가공식품,본  점,13,3.076923076923077,0.075,25
174,736000,460000,,화장품,잠실점,1,2.0,0.0,0
175,69219600,11088000,5891500.0,시티웨어,광주점,19,2.3157894736842106,0.29545454545454547,18
176,54252670,11750000,20492400.0,기타,분당점,35,4.514285714285714,0.3227848101265823,9
177,17581400,3801600,1653600.0,화장품,센텀시티점,10,2.2,0.22727272727272727,31
178,28912000,7490000,,가공식품,강남점,7,4.142857142857143,0.4827586206896552,43
179,1571800,921600,,가공식품,관악점,1,6.0,1.0,0
180,90790500,34270000,1342000.0,가공식품,본  점,9,3.4444444444444446,0.06451612903225806,31
181,263885610,11850000,1968200.0,기타,잠실점,123,3.934959349593496,0.3347107438016529,2
182,7799000,5600000,,스포츠,부산본점,1,3.0,1.0,0
183,15395900,9125000,,가공식품,잠실점,10,2.1,0.0,23
184,5134500,2225000,4110200.0,캐주얼,부산본점,10,1.9,0.3157894736842105,11
185,49173370,5293400,936000.0,농산물,부산본점,38,3.3421052631578947,0.1968503937007874,9
186,457600470,141840000,11352000.0,기타,잠실점,82,2.9634146341463414,0.2757201646090535,4
187,246000,150000,,기타,분당점,1,3.0,0.0,0
188,10321200,12222000,10110600.0,가구,미아점,8,1.5,0.5,4
189,232374000,35901000,14255000.0,디자이너,본  점,38,1.894736842105263,0.3611111111111111,8
190,196820,56680,,주류,노원점,2,5.5,1.0,14
191,31637550,4840000,,일용잡화,분당점,11,1.5454545454545454,0.11764705882352941,28
192,93903550,22344000,,가공식품,분당점,18,4.166666666666667,0.17333333333333334,18
193,87388900,20000000,2316000.0,가공식품,본  점,32,3.0625,0.4387755102040816,9
194,40341080,5544000,,농산물,관악점,52,8.076923076923077,0.14523809523809525,6
195,10062000,4185000,,남성 캐주얼,분당점,4,1.75,0.42857142857142855,62
196,87684100,10900000,29805400.0,명품,본  점,44,2.0,0.2159090909090909,7
197,4464000,4464000,,디자이너,미아점,1,1.0,0.0,0
198,30722230,19470000,,축산가공,본  점,29,2.689655172413793,0.20512820512820512,11
199,17930000,14630000,,시티웨어,강남점,1,2.0,0.0,0
200,2476800,2476800,,피혁잡화,부산본점,1,1.0,0.0,0
201,478429880,88000000,19255000.0,남성 캐주얼,잠실점,49,2.2857142857142856,0.24107142857142858,7
202,806000,806000,,화장품,본  점,1,1.0,1.0,0
203,877500,721500,,기타,본  점,2,1.5,0.0,88
204,15111000,14454000,,가구,노원점,1,2.0,1.0,0
205,81825270,7250000,16984000.0,가공식품,부산본점,156,3.8333333333333335,0.24581939799331104,2
206,385246700,37510000,,화장품,본  점,51,2.5098039215686274,0.453125,6
207,3306000,1242000,,모피/피혁,영등포점,4,1.75,0.0,70
208,377453160,114000000,10500000.0,시티웨어,미아점,26,2.0384615384615383,0.5660377358490566,13
209,139233380,17100000,,농산물,영등포점,46,4.260869565217392,0.25,7
210,211517700,35715000,16014000.0,기타,일산점,47,2.6595744680851063,0.4,7
211,2495400,1875000,,수산품,본  점,1,7.0,1.0,0
212,567250,560000,,육류,노원점,2,1.5,1.0,0
213,33719500,5750000,,수산품,본  점,12,2.0,0.20833333333333334,20
214,402450700,161000000,381521000.0,디자이너,본  점,40,2.125,0.29411764705882354,6
215,100468740,12000000,2967000.0,농산물,관악점,50,4.32,0.3333333333333333,7
216,162650520,13272000,32152900.0,명품,부산본점,46,2.347826086956522,0.046296296296296294,7
217,50646400,13478000,6351000.0,캐주얼,부산본점,9,3.0,0.07407407407407407,23
218,5752750,1750000,,캐주얼,본  점,6,2.3333333333333335,0.14285714285714285,47
219,122892510,27025000,,기타,대전점,21,4.333333333333333,0.46153846153846156,15
220,16874410,10704000,2645000.0,수산품,광주점,14,3.2142857142857144,0.35555555555555557,24
221,94186870,21480000,7950000.0,농산물,본  점,67,5.6716417910447765,0.3631578947368421,5
222,44513000,14400000,,육류,본  점,7,2.5714285714285716,0.1111111111111111,18
223,171326210,34500000,7663000.0,기타,본  점,39,3.58974358974359,0.2571428571428571,8
224,930000,930000,,남성 캐주얼,영등포점,1,1.0,0.0,0
225,26011480,12936000,,가공식품,강남점,8,3.75,0.5,35
226,396256660,48040000,18244000.0,명품,본  점,69,3.8260869565217392,0.2878787878787879,5
227,16592200,16592200,,남성 트랜디,분당점,1,1.0,1.0,0
228,41896940,7605000,,가공식품,안양점,12,5.083333333333333,0.3114754098360656,25
229,2763000,1568000,,아동,본  점,2,1.0,1.0,62
230,404538200,39018000,4440000.0,가공식품,동래점,40,3.6,0.1875,9
231,805120,325600,,농산물,강남점,2,4.5,0.7777777777777778,20
232,40000,30000,,가공식품,본  점,1,3.0,1.0,0
233,274149780,88000000,,시티웨어,잠실점,52,3.0384615384615383,0.46835443037974683,6
234,12100000,12100000,,셔츠,본  점,1,1.0,1.0,0
235,56772170,3675000,6293200.0,농산물,관악점,95,6.378947368421053,0.30198019801980197,3
236,9737000,5850000,,디자이너,부산본점,2,1.0,0.0,63
237,179968970,18172000,12348000.0,농산물,본  점,39,5.102564102564102,0.03015075376884422,8
238,103305800,13057000,5808000.0,섬유잡화,관악점,21,2.761904761904762,0.29310344827586204,14
239,47108540,14875000,,기타,본  점,23,2.130434782608696,0.30612244897959184,15
240,34662500,33600000,,남성정장,본  점,2,1.0,0.5,95
241,121809800,9636000,8199100.0,스포츠,광주점,50,1.7,0.1411764705882353,7
242,220184580,113664000,,가공식품,본  점,17,2.823529411764706,0.2708333333333333,20
243,96766950,16660000,2000000.0,축산가공,분당점,19,3.0,0.38596491228070173,18
244,31662000,27750000,,섬유잡화,광주점,2,2.0,0.75,15
245,105991880,38550000,,농산물,부산본점,67,3.08955223880597,0.28502415458937197,5
246,123000,123000,,일용잡화,본  점,1,1.0,0.0,0
247,349113180,28800000,30766000.0,기타,분당점,69,3.36231884057971,0.4482758620689655,5
248,10000,10000,,가공식품,잠실점,1,1.0,1.0,0
249,30162270,8665020,,기타,분당점,11,2.272727272727273,0.36,28
250,63696000,17550000,23459000.0,명품,본  점,21,1.0952380952380953,0.2608695652173913,12
251,61000,61000,,명품,본  점,1,1.0,0.0,0
252,139963420,14513000,10212000.0,가공식품,본  점,27,2.3703703703703702,0.71875,12
253,807000,437000,,스포츠,분당점,1,3.0,0.0,0
254,4748600,12375000,12375000.0,스포츠,분당점,3,3.6666666666666665,0.2727272727272727,0
255,46969270,8008000,,기타,분당점,10,4.1,0.43902439024390244,30
256,367329330,84945000,3360000.0,가공식품,인천점,37,5.702702702702703,0.23696682464454977,9
257,11050000,6251000,,명품,본  점,3,1.6666666666666667,0.6,89
258,51455300,8750000,,기타,잠실점,35,3.7142857142857144,0.35384615384615387,9
259,274763860,24928000,3974400.0,아동,본  점,30,3.9,0.4188034188034188,11
260,13493000,5052000,,주류,잠실점,7,2.142857142857143,0.5333333333333333,31
261,111713950,20000000,,아동,일산점,14,2.0714285714285716,0.41379310344827586,22
262,607800,408660,,기타,잠실점,1,5.0,1.0,0
263,29522130,6460000,,기타,본  점,79,2.6455696202531644,0.3923444976076555,4
264,11005000,4008000,,화장품,본  점,3,1.6666666666666667,0.0,85
265,10042150,1400000,2310000.0,가공식품,본  점,27,3.111111111111111,0.011904761904761904,13
266,32845400,17935400,,시티웨어,본  점,2,1.0,0.5,32
267,6801000,2950000,,남성 캐주얼,본  점,1,4.0,1.0,0
268,41358000,27808000,28648000.0,디자이너,본  점,12,1.25,0.2,20
269,11800000,11800000,,남성정장,청량리점,1,1.0,1.0,0
270,4319000,2072000,686000.0,가공식품,잠실점,4,2.25,0.0,46
271,30661250,9706000,,화장품,부산본점,9,2.0,0.2222222222222222,39
272,10830000,10830000,,시티웨어,광주점,1,1.0,1.0,0
273,9936400,7326000,,농산물,잠실점,4,1.5,0.0,82
274,170000,90000,,가공식품,본  점,1,2.0,1.0,0
275,5200000,5200000,,피혁잡화,본  점,1,1.0,0.0,0
276,196138350,25100000,45593100.0,디자이너,본  점,40,2.1,0.15476190476190477,8
277,199528710,24528000,235199200.0,가공식품,본  점,90,3.8222222222222224,0.09883720930232558,3
278,33583000,20000000,,수산품,영등포점,2,3.5,0.14285714285714285,166
279,29303590,11600000,,농산물,영등포점,6,2.3333333333333335,0.07142857142857142,57
280,55462700,25783000,28287000.0,디자이너,본  점,10,2.3,0.391304347826087,33
281,263000,126000,,일용잡화,청량리점,1,4.0,0.0,0
282,83105400,16610000,,가공식품,부산본점,17,2.3529411764705883,0.775,18
283,1915000,1680000,,생활잡화,부산본점,2,1.5,0.0,31
284,1968300,1470000,,수산품,노원점,4,1.25,0.6,66
285,2225000,2136000,,캐주얼,본  점,1,2.0,0.0,0
286,4141000,2604000,1725000.0,스포츠,분당점,2,3.5,0.0,2
287,1150000,1150000,,섬유잡화,본  점,1,1.0,1.0,0
288,870000,870000,,화장품,잠실점,1,1.0,1.0,0
289,713090,220000,,가공식품,분당점,5,2.8,0.0,19
290,227174910,18552000,,농산물,부평점,102,6.7254901960784315,0.239067055393586,3
291,243821950,119520000,3080000.0,기타,분당점,13,4.076923076923077,0.6037735849056604,26
292,987720920,52875000,14963000.0,화장품,대전점,137,2.321167883211679,0.39937106918238996,2
293,2894000,2415000,,생활잡화,본  점,1,3.0,0.0,0
294,14018900,6900000,,축산가공,분당점,6,1.6666666666666667,0.6,51
295,1163100,19125000,19125000.0,농산물,본  점,3,3.3333333333333335,0.8,2
296,26592550,19584000,,농산물,부산본점,7,3.142857142857143,0.3181818181818182,40
297,10500,5500,,가공식품,분당점,1,2.0,0.0,0
298,130214860,53544000,,가공식품,본  점,86,3.186046511627907,0.40875912408759124,4
299,775790,143000,,가공식품,강남점,6,3.8333333333333335,0.6956521739130435,18
300,398583270,53429000,16399000.0,기타,일산점,33,2.6666666666666665,0.3068181818181818,10
301,836353880,71000000,21600000.0,명품,동래점,61,2.918032786885246,0.3707865168539326,5
302,117141800,31656000,,화장품,부산본점,11,1.8181818181818181,0.4,21
303,4325000,4325000,,화장품,잠실점,1,1.0,0.0,0
304,92774470,19624000,4290000.0,수산품,분당점,18,4.833333333333333,0.12643678160919541,17
305,61154170,9614000,240000.0,가공식품,본  점,140,3.3785714285714286,0.2938689217758985,2
306,11510000,11250000,,골프,영등포점,2,1.5,1.0,41
307,13883100,12720000,,기타,인천점,1,7.0,0.0,0
308,497778300,33383000,2200000.0,기타,분당점,183,8.07103825136612,0.38388625592417064,1
309,275349170,96000000,,가공식품,분당점,31,4.645161290322581,0.3402777777777778,11
310,92197700,25000000,,남성 캐주얼,관악점,4,3.0,0.5,66
311,622000,360000,,화장품,잠실점,2,1.5,0.0,14
312,2640140,1236000,,차/커피,본  점,9,2.3333333333333335,0.3333333333333333,36
313,246086710,11100000,,기타,본  점,95,2.210526315789474,0.20952380952380953,3
314,12474000,12474000,,디자이너,영등포점,1,1.0,0.0,0
315,1640200,4560000,4560000.0,캐주얼,일산점,6,1.6666666666666667,0.6,39
316,35799650,7080000,,기타,본  점,22,2.9545454545454546,0.2153846153846154,15
317,5750000,5750000,,섬유잡화,잠실점,1,1.0,1.0,0
318,11883940,4150000,,수산품,분당점,9,1.8888888888888888,0.29411764705882354,28
319,2562000,1357000,,남성 캐주얼,영등포점,2,4.5,0.4444444444444444,1
320,3811000,3531000,,수산품,본  점,2,1.5,0.0,2
321,99273720,13608000,,화장품,동래점,14,2.0714285714285716,0.06896551724137931,21
322,149659570,32500000,18486900.0,기타,본  점,83,2.4457831325301207,0.2413793103448276,4
323,233423330,28608000,,농산물,일산점,30,2.7,0.13580246913580246,11
324,100482800,46410000,1955000.0,시티웨어,분당점,14,1.5714285714285714,0.13636363636363635,9
325,60230680,50450000,,농산물,분당점,15,3.2666666666666666,0.24489795918367346,21
326,6062000,5740000,,수산품,본  점,2,1.5,0.0,91
327,39641100,6900000,1394000.0,피혁잡화,분당점,19,1.5789473684210527,0.16666666666666666,17
328,78958920,40000000,,기타,일산점,15,5.6,0.6190476190476191,23
329,92952300,12796000,12847800.0,기타,본  점,24,2.125,0.09803921568627451,12
330,21763310,14080000,,농산물,영등포점,21,2.4761904761904763,0.07692307692307693,16
331,405244930,43050000,39012000.0,시티웨어,영등포점,69,3.9420289855072466,0.22058823529411764,5
332,1123720,490500,,농산물,분당점,4,3.25,0.5384615384615384,29
333,459805300,28244000,56857600.0,기타,분당점,66,2.9393939393939394,0.27319587628865977,5
334,16330000,13530000,5784000.0,기타,분당점,5,4.6,0.0,50
335,6752000,1850000,,건강식품,잠실점,5,1.2,0.6666666666666666,62
336,705000,660000,,주방용품,본  점,1,2.0,1.0,0
337,4191200,3500000,,화장품,영등포점,2,1.0,0.0,81
338,24762000,18524000,,수산품,본  점,4,1.25,0.4,55
339,204516400,93600000,10120000.0,시티웨어,광주점,22,1.3636363636363635,0.2,12
340,28407850,4913000,3943400.0,구두,부산본점,13,3.5384615384615383,0.021739130434782608,13
341,66010670,12826000,15134000.0,가공식품,노원점,33,3.212121212121212,0.18867924528301888,10
342,19510840,920000,2135000.0,기타,본  점,81,2.493827160493827,0.30198019801980197,4
343,194000,170000,,차/커피,영등포점,2,1.0,0.0,133
344,1237750,345000,,가공식품,분당점,2,5.5,0.6363636363636364,41
345,89133620,12882500,15157200.0,농산물,분당점,19,4.368421052631579,0.04819277108433735,18
346,6743310,12374000,13898000.0,캐주얼,본  점,9,1.7777777777777777,0.375,36
347,54791590,39840000,7499570.0,가공식품,본  점,17,8.0,0.22058823529411764,16
348,86772800,28947600,,가공식품,대전점,8,3.375,0.25925925925925924,43
349,3543500,2607500,,스포츠,분당점,2,1.5,0.0,107
350,24783000,8820000,975000.0,시티웨어,안양점,5,2.2,0.09090909090909091,58
351,208214540,17175000,51852000.0,수산품,본  점,44,3.1136363636363638,0.11678832116788321,7
352,1800000,2200000,2200000.0,모피/피혁,관악점,3,1.3333333333333333,0.0,79
353,4866400,3300000,,구두,영등포점,2,1.0,0.5,142
354,7975140,3105000,,기타,미아점,3,20.333333333333332,1.0,11
355,83408300,35625000,1224000.0,트래디셔널,본  점,14,1.5714285714285714,0.13636363636363635,20
356,58690340,13570000,,섬유잡화,본  점,25,1.84,0.8260869565217391,13
357,186972200,58520000,,기타,본  점,23,4.3478260869565215,0.5,15
358,21106340,11000000,4364000.0,구두,영등포점,6,3.6666666666666665,0.2727272727272727,43
359,3996000,3996000,,건강식품,영등포점,1,1.0,0.0,0
360,57396570,22704000,19504000.0,기타,미아점,37,2.675675675675676,0.47474747474747475,9
