cust_id,gender
532,0
533,1
534,0
535,0
536,0
537,1
538,1
539,1
540,0
541,0
542,1
543,1
544,0
545,1
546,1
547,1
548,0
549,0
550,1
551,1
552,1
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,1
562,0
563,1
564,1
565,0
566,1
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,1
575,0
576,1
577,1
578,0
579,1
580,0
581,0
582,1
583,0
584,1
585,0
586,0
587,0
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,0
597,1
598,0
599,1
600,0
601,1
602,0
603,1
604,1
605,0
606,0
607,0
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,1
621,1
622,1
623,0
624,1
625,0
626,0
627,0
628,0
629,1
630,0
631,0
632,1
633,0
634,1
635,1
636,0
637,0
638,1
639,0
640,0
641,0
642,1
643,0
644,1
645,0
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,1
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,0
666,0
667,0
668,1
669,0
670,1
671,1
672,1
673,1
674,0
675,0
676,0
677,0
678,0
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,1
691,0
692,1
693,0
694,1
695,1
696,0
697,1
698,0
699,0
700,0
701,0
702,1
703,1
704,0
705,1
706,1
707,0
708,0
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,0
717,0
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,1
727,1
728,1
729,1
730,0
731,0
732,1
733,1
734,0
735,0
736,0
737,1
738,1
739,0
740,1
741,0
742,1
743,0
744,0
745,0
746,0
747,1
748,1
749,0
750,0
751,1
752,0
753,0
754,0
755,1
756,0
757,0
758,0
759,1
760,0
761,0
762,1
763,1
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,0
773,1
774,1
775,0
776,1
777,1
778,0
779,0
780,1
781,1
782,0
783,0
784,1
785,0
786,0
787,0
788,1
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,0
799,0
800,0
801,1
802,1
803,0
804,0
805,0
806,1
807,0
808,1
809,1
810,0
811,0
812,1
813,0
814,0
815,0
816,1
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,1
829,1
830,0
831,1
832,1
833,1
834,1
835,0
836,0
837,1
838,1
839,1
840,0
841,1
842,1
843,1
844,0
845,0
846,0
847,0
848,1
849,0
850,0
851,0
852,1
853,1
854,0
855,1
856,0
857,0
858,0
859,1
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,1
869,1
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,1
878,0
879,1
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,1
888,1
889,0
890,0
891,0
892,0
893,0
894,1
895,1
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,0
911,0
912,1
913,0
914,1
915,0
916,1
917,1
918,0
919,0
920,1
921,0
922,1
923,0
924,1
925,1
926,0
927,0
928,1
929,1
930,0
931,1
932,0
933,1
934,1
935,0
936,1
937,0
938,0
939,0
940,1
941,1
942,1
943,1
944,0
945,1
946,0
947,1
948,0
949,0
950,1
951,1
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,0
968,0
969,0
970,1
971,0
972,1
973,0
974,0
975,0
976,1
977,0
978,1
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,0
988,1
989,0
990,1
991,1
992,0
993,1
994,1
995,0
996,0
997,1
998,0
999,0
1000,1
1001,1
1002,0
1003,0
1004,1
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,0
1019,1
1020,0
1021,1
1022,1
1023,0
1024,0
1025,1
1026,1
1027,0
1028,1
1029,0
1030,0
1031,1
1032,0
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,1
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,1
1059,1
1060,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,0
1082,1
1083,0
1084,1
1085,1
1086,1
1087,1
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,0
1110,1
1111,0
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,1
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,0
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,1
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,1
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,0
1197,1
1198,0
1199,0
1200,1
1201,0
1202,1
1203,1
1204,0
1205,0
1206,1
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,1
1227,1
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,1
1235,0
1236,1
1237,0
1238,1
1239,0
1240,1
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,0
1270,0
1271,0
1272,1
1273,0
1274,0
1275,0
1276,0
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,1
1284,0
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,0
1329,1
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,0
1339,1
1340,0
1341,1
1342,1
1343,1
1344,0
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,0
1357,0
1358,0
1359,0
1360,1
1361,1
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,1
1369,0
1370,0
1371,1
1372,1
1373,1
1374,0
1375,1
1376,0
1377,0
1378,0
1379,0
1380,1
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,1
1390,0
1391,0
1392,0
1393,0
1394,1
1395,1
1396,0
1397,0
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,0
1405,1
1406,0
1407,0
1408,1
1409,1
1410,0
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,1
1418,0
1419,0
1420,1
1421,0
1422,1
1423,0
1424,0
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,1
1432,1
1433,0
1434,1
1435,1
1436,0
1437,1
1438,1
1439,0
1440,0
1441,1
1442,0
1443,1
1444,1
1445,1
1446,0
1447,1
1448,1
1449,1
1450,0
1451,0
1452,0
1453,1
1454,0
1455,1
1456,0
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,1
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,0
1495,1
1496,1
1497,0
1498,0
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,0
1513,0
1514,0
1515,0
1516,1
1517,1
1518,0
1519,1
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,1
1533,1
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,1
1541,1
1542,0
1543,0
1544,0
1545,0
1546,1
1547,0
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,1
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,1
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,1
1591,0
1592,1
1593,1
1594,1
1595,0
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,0
1609,0
1610,1
1611,1
1612,1
1613,0
1614,0
1615,0
1616,0
1617,0
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,0
1625,1
1626,0
1627,0
1628,1
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,1
1650,1
1651,0
1652,1
1653,1
1654,1
1655,0
1656,0
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,0
1664,0
1665,1
1666,1
1667,0
1668,0
1669,0
1670,0
1671,1
1672,1
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,1
1680,0
1681,1
1682,0
1683,0
1684,0
1685,1
1686,1
1687,0
1688,0
1689,0
1690,1
1691,1
1692,0
1693,0
1694,1
1695,0
1696,0
1697,1
1698,1
1699,0
1700,0
1701,0
1702,1
1703,0
1704,1
1705,0
1706,0
1707,1
1708,0
1709,0
1710,0
1711,0
1712,1
1713,0
1714,1
1715,1
1716,0
1717,0
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,1
1753,1
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,1
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,0
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,1
1776,0
1777,0
1778,0
1779,1
1780,0
1781,0
1782,1
1783,0
1784,0
1785,0
1786,1
1787,0
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,1
1805,0
1806,0
1807,0
1808,1
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,0
1816,1
1817,0
1818,0
1819,1
1820,0
1821,1
1822,0
1823,0
1824,1
1825,1
1826,0
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,0
1836,1
1837,0
1838,1
1839,0
1840,1
1841,0
1842,0
1843,0
1844,1
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,1
1853,1
1854,0
1855,1
1856,1
1857,1
1858,0
1859,0
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,0
1870,1
1871,0
1872,1
1873,0
1874,0
1875,1
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,0
1887,1
1888,1
1889,0
1890,0
1891,1
1892,0
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,1
1918,1
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,1
1933,0
1934,1
1935,1
1936,1
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,1
1945,0
1946,0
1947,1
1948,0
1949,0
1950,0
1951,1
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,1
1959,1
1960,0
1961,1
1962,1
1963,1
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,1
1983,0
1984,0
1985,0
1986,0
1987,1
1988,1
1989,1
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,1
2004,1
2005,0
2006,1
2007,0
2008,1
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,1
2022,1
2023,1
2024,1
2025,0
2026,0
2027,1
2028,1
2029,0
2030,1
2031,1
2032,0
2033,1
2034,0
2035,1
2036,1
2037,0
2038,0
2039,0
2040,0
2041,0
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,1
2052,0
2053,1
2054,0
2055,1
2056,0
2057,0
2058,1
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,0
2074,0
2075,1
2076,0
2077,0
2078,1
2079,1
2080,1
2081,1
2082,0
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,1
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,1
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,1
2126,0
2127,1
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,1
2136,0
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,1
2150,1
2151,0
2152,0
2153,1
2154,0
2155,0
2156,1
2157,0
2158,1
2159,0
2160,1
2161,0
2162,0
2163,0
2164,1
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,1
2172,1
2173,1
2174,1
2175,0
2176,1
2177,0
2178,0
2179,0
2180,1
2181,0
2182,0
2183,0
2184,1
2185,1
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,1
2198,0
2199,0
2200,1
2201,0
2202,0
2203,0
2204,1
2205,1
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,0
2213,1
2214,0
2215,0
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,1
2232,1
2233,1
2234,1
2235,0
2236,1
2237,0
2238,0
2239,0
2240,1
2241,1
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,1
2252,0
2253,1
2254,1
2255,0
2256,1
2257,0
2258,0
2259,1
2260,1
2261,0
2262,0
2263,1
2264,0
2265,1
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,0
2280,0
2281,1
2282,0
2283,0
2284,1
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,1
2296,1
2297,1
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,1
2314,0
2315,1
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,1
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,0
2335,1
2336,0
2337,1
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,0
2345,0
2346,1
2347,0
2348,0
2349,1
2350,1
2351,0
2352,1
2353,1
2354,0
2355,0
2356,1
2357,0
2358,1
2359,0
2360,0
2361,0
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,0
2370,1
2371,1
2372,0
2373,1
2374,0
2375,1
2376,0
2377,0
2378,0
2379,0
2380,1
2381,0
2382,0
2383,1
2384,0
2385,1
2386,0
2387,1
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,0
2398,1
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,1
2414,1
2415,1
2416,0
2417,0
2418,1
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,0
2455,1
2456,1
2457,0
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,0
2471,0
2472,1
2473,1
2474,0
2475,1
2476,0
2477,0
2478,0
2479,1
2480,1
2481,0
2482,1
2483,1
2484,0
2485,1
2486,1
2487,0
2488,0
2489,0
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,0
2505,1
2506,1
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,1
2559,1
2560,0
2561,1
2562,1
2563,0
2564,0
2565,0
2566,1
2567,0
2568,1
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,1
2583,1
2584,0
2585,0
2586,1
2587,1
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,1
2596,0
2597,0
2598,1
2599,0
2600,1
2601,1
2602,1
2603,0
2604,0
2605,0
2606,1
2607,0
2608,1
2609,0
2610,0
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,1
2633,0
2634,0
2635,1
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,1
2643,1
2644,1
2645,0
2646,0
2647,0
2648,0
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,0
2671,0
2672,1
2673,0
2674,0
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,0
2684,0
2685,1
2686,1
2687,0
2688,0
2689,0
2690,1
2691,1
2692,1
2693,1
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,1
2706,0
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,0
2726,1
2727,1
2728,1
2729,1
2730,1
2731,0
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,1
2743,0
2744,1
2745,0
2746,0
2747,1
2748,1
2749,0
2750,0
2751,0
2752,1
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,0
2763,1
2764,0
2765,1
2766,0
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,0
2774,0
2775,1
2776,1
2777,0
2778,0
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,0
2786,0
2787,0
2788,1
2789,0
2790,1
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,1
2804,1
2805,1
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,1
2814,0
2815,1
2816,1
2817,0
2818,0
2819,0
2820,1
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,1
2828,0
2829,0
2830,1
2831,0
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,1
2845,0
2846,1
2847,0
2848,0
2849,0
2850,0
2851,1
2852,1
2853,0
2854,0
2855,0
2856,0
2857,1
2858,0
2859,0
2860,1
2861,0
2862,1
2863,0
2864,1
2865,1
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,0
2877,1
2878,1
2879,0
2880,0
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,1
2889,1
2890,1
2891,0
2892,1
2893,1
2894,1
2895,0
2896,1
2897,0
2898,0
2899,0
2900,0
2901,1
2902,1
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,1
2914,0
2915,1
2916,0
2917,0
2918,1
2919,0
2920,0
2921,1
2922,0
2923,1
2924,0
2925,1
2926,0
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,1
2937,0
2938,0
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,0
2957,0
2958,1
2959,0
2960,0
2961,1
2962,1
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,1
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,0
2991,1
2992,1
2993,0
2994,1
2995,1
